 -8.1236429e+000 -6.2665521e-001 -3.3370172e-001 -9.6607792e-003  2.0646348e-001  1.8558840e-001  3.1559312e-001  2.9500830e-001  2.8585631e-001  3.0376832e-001  2.0315500e-001  2.6080988e-001  1.1231540e-001  2.2271518e-001  1.3073069e-001
 -8.1232883e+000 -6.2612690e-001 -3.3338202e-001 -9.8986925e-003  2.0585737e-001  1.8488328e-001  3.1503822e-001  2.9473522e-001  2.8593802e-001  3.0387097e-001  2.0335015e-001  2.6106647e-001  1.1245799e-001  2.2288733e-001  1.3093624e-001
 -8.1239953e+000 -6.2734433e-001 -3.3415485e-001 -9.6513582e-003  2.0679908e-001  1.8618737e-001  3.1640934e-001  2.9563024e-001  2.8605119e-001  3.0383114e-001  2.0300148e-001  2.6048274e-001  1.1201957e-001  2.2239387e-001  1.3046057e-001
 -8.1226591e+000 -6.2477172e-001 -3.3239822e-001 -9.5725910e-003  2.0563341e-001  1.8416300e-001  3.1373410e-001  2.9348984e-001  2.8527357e-001  3.0345569e-001  2.0331823e-001  2.6138927e-001  1.1286458e-001  2.2338826e-001  1.3132685e-001
 -8.1229879e+000 -6.2615423e-001 -3.3366613e-001 -1.0953009e-002  2.0452659e-001  1.8371904e-001  3.1469479e-001  2.9517544e-001  2.8685023e-001  3.0462571e-001  2.0399708e-001  2.6153937e-001  1.1255662e-001  2.2296158e-001  1.3116382e-001
 -8.1246903e+000 -6.2889077e-001 -3.3532694e-001 -1.0064422e-002  2.0707935e-001  1.8700504e-001  3.1781487e-001  2.9700249e-001  2.8680850e-001  3.0431751e-001  2.0305873e-001  2.6014589e-001  1.1160019e-001  2.2186630e-001  1.3004281e-001
 -8.1248564e+000 -6.2907721e-001 -3.3538922e-001 -9.8789308e-003  2.0738916e-001  1.8732896e-001  3.1803227e-001  2.9706989e-001  2.8672362e-001  3.0423534e-001  2.0294339e-001  2.6002132e-001  1.1153632e-001  2.2178958e-001  1.2995112e-001
 -8.1246399e+000 -6.2913087e-001 -3.3563011e-001 -1.0776322e-002  2.0622408e-001  1.8629532e-001  3.1771462e-001  2.9745194e-001  2.8753162e-001  3.0492753e-001  2.0355966e-001  2.6049337e-001  1.1165678e-001  2.2185603e-001  1.3014872e-001
 -8.1242662e+000 -6.2829466e-001 -3.3501580e-001 -1.0528557e-002  2.0615102e-001  1.8590070e-001  3.1690867e-001  2.9664904e-001  2.8707599e-001  3.0463997e-001  2.0352344e-001  2.6068408e-001  1.1191416e-001  2.2217553e-001  1.3038619e-001
 -8.1227536e+000 -6.2528473e-001 -3.3288445e-001 -1.0225044e-002  2.0502865e-001  1.8376768e-001  3.1392299e-001  2.9412593e-001  2.8602447e-001  3.0405083e-001  2.0371382e-001  2.6157135e-001  1.1280603e-001  2.2327171e-001  1.3132972e-001
 -8.1250562e+000 -6.3021574e-001 -3.3648744e-001 -1.1268678e-002  2.0613067e-001  1.8664811e-001  3.1871752e-001  2.9855854e-001  2.8825347e-001  3.0540619e-001  2.0368816e-001  2.6029418e-001  1.1132185e-001  2.2144385e-001  1.2986773e-001
